index,occur_year,area,crime_category,crime_detail,crime_count
575,2020,전남,재산범죄,손괴,2043
576,2020,전남,강력범죄(흉악),살인,39
577,2020,전남,강력범죄(흉악),강도,14
578,2020,전남,강력범죄(흉악),방화,52
579,2020,전남,강력범죄(흉악),성폭력,875
580,2020,전남,강력범죄(폭력),폭행,4475
581,2020,전남,강력범죄(폭력),상해,1786
582,2020,전남,강력범죄(폭력),협박,809
583,2020,전남,강력범죄(폭력),공갈,218
584,2020,전남,강력범죄(폭력),약취와 유인,12
585,2020,전남,강력범죄(폭력),체포와 감금,50
586,2020,전남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),41
587,2020,전남,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
588,2020,전남,위조범죄,위조범죄,521
589,2020,경북,재산범죄,절도,8961
590,2020,경북,재산범죄,장물,22
591,2020,경북,재산범죄,사기,16678
592,2020,경북,재산범죄,횡령,1802
593,2020,경북,재산범죄,배임,181
594,2020,경북,재산범죄,손괴,2996
595,2020,경북,강력범죄(흉악),살인,31
596,2020,경북,강력범죄(흉악),강도,20
597,2020,경북,강력범죄(흉악),방화,85
598,2020,경북,강력범죄(흉악),성폭력,1079
599,2020,경북,강력범죄(폭력),폭행,5987
600,2020,경북,강력범죄(폭력),상해,2497
601,2020,경북,강력범죄(폭력),협박,966
602,2020,경북,강력범죄(폭력),공갈,289
603,2020,경북,강력범죄(폭력),약취와 유인,6
604,2020,경북,강력범죄(폭력),체포와 감금,74
605,2020,경북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),63
606,2020,경북,강력범죄(폭력),폭력행위등(단체등의구성 활동),13
607,2020,경북,위조범죄,위조범죄,647
608,2020,경남,재산범죄,절도,13771
609,2020,경남,재산범죄,장물,47
610,2020,경남,재산범죄,사기,27268
611,2020,경남,재산범죄,횡령,3102
612,2020,경남,재산범죄,배임,392
613,2020,경남,재산범죄,손괴,3961
614,2020,경남,강력범죄(흉악),살인,68
615,2020,경남,강력범죄(흉악),강도,51
616,2020,경남,강력범죄(흉악),방화,88
617,2020,경남,강력범죄(흉악),성폭력,1634
618,2020,경남,강력범죄(폭력),폭행,9222
619,2020,경남,강력범죄(폭력),상해,3697
620,2020,경남,강력범죄(폭력),협박,1358
621,2020,경남,강력범죄(폭력),공갈,505
622,2020,경남,강력범죄(폭력),약취와 유인,12
623,2020,경남,강력범죄(폭력),체포와 감금,110
624,2020,경남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),86
625,2020,경남,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
626,2020,경남,위조범죄,위조범죄,1122
627,2020,제주,재산범죄,절도,3425
628,2020,제주,재산범죄,장물,3
629,2020,제주,재산범죄,사기,5392
630,2020,제주,재산범죄,횡령,879
631,2020,제주,재산범죄,배임,89
632,2020,제주,재산범죄,손괴,1288
633,2020,제주,강력범죄(흉악),살인,17
634,2020,제주,강력범죄(흉악),강도,14
635,2020,제주,강력범죄(흉악),방화,26
636,2020,제주,강력범죄(흉악),성폭력,502
637,2020,제주,강력범죄(폭력),폭행,2638
638,2020,제주,강력범죄(폭력),상해,812
639,2020,제주,강력범죄(폭력),협박,485
640,2020,제주,강력범죄(폭력),공갈,99
641,2020,제주,강력범죄(폭력),약취와 유인,5
642,2020,제주,강력범죄(폭력),체포와 감금,21
643,2020,제주,강력범죄(폭력),폭력행위등(손괴강요주거침입등),23
644,2020,제주,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
645,2020,제주,위조범죄,위조범죄,223
646,2021,서울,재산범죄,절도,33639
647,2021,서울,재산범죄,장물,39
648,2021,서울,재산범죄,사기,52627
649,2021,서울,재산범죄,횡령,13728
650,2021,서울,재산범죄,배임,1068
651,2021,서울,재산범죄,손괴,9413
652,2021,서울,강력범죄(흉악),살인,130
653,2021,서울,강력범죄(흉악),강도,125
654,2021,서울,강력범죄(흉악),방화,187
655,2021,서울,강력범죄(흉악),성폭력,8459
656,2021,서울,강력범죄(폭력),폭행,24030
657,2021,서울,강력범죄(폭력),상해,3413
658,2021,서울,강력범죄(폭력),협박,3889
659,2021,서울,강력범죄(폭력),공갈,1015
660,2021,서울,강력범죄(폭력),약취와 유인,56
661,2021,서울,강력범죄(폭력),체포와 감금,276
662,2021,서울,강력범죄(폭력),폭력행위등(손괴강요주거침입등),210
663,2021,서울,강력범죄(폭력),폭력행위등(단체등의구성 활동),11
664,2021,서울,위조범죄,위조범죄,2732
665,2021,부산,재산범죄,절도,12748
666,2021,부산,재산범죄,장물,74
667,2021,부산,재산범죄,사기,26364
668,2021,부산,재산범죄,횡령,3560
669,2021,부산,재산범죄,배임,545
670,2021,부산,재산범죄,손괴,3525
671,2021,부산,강력범죄(흉악),살인,48
672,2021,부산,강력범죄(흉악),강도,51
673,2021,부산,강력범죄(흉악),방화,52
674,2021,부산,강력범죄(흉악),성폭력,2185
675,2021,부산,강력범죄(폭력),폭행,7972
676,2021,부산,강력범죄(폭력),상해,2855
677,2021,부산,강력범죄(폭력),협박,1414
678,2021,부산,강력범죄(폭력),공갈,373
679,2021,부산,강력범죄(폭력),약취와 유인,12
680,2021,부산,강력범죄(폭력),체포와 감금,90
681,2021,부산,강력범죄(폭력),폭력행위등(손괴강요주거침입등),73
682,2021,부산,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
683,2021,부산,위조범죄,위조범죄,995
684,2021,대구,재산범죄,절도,9309
685,2021,대구,재산범죄,장물,7
686,2021,대구,재산범죄,사기,15393
687,2021,대구,재산범죄,횡령,2352
688,2021,대구,재산범죄,배임,149
689,2021,대구,재산범죄,손괴,2587
690,2021,대구,강력범죄(흉악),살인,27
691,2021,대구,강력범죄(흉악),강도,23
692,2021,대구,강력범죄(흉악),방화,55
693,2021,대구,강력범죄(흉악),성폭력,1291
694,2021,대구,강력범죄(폭력),폭행,5492
695,2021,대구,강력범죄(폭력),상해,1797
696,2021,대구,강력범죄(폭력),협박,933
697,2021,대구,강력범죄(폭력),공갈,188
698,2021,대구,강력범죄(폭력),약취와 유인,6
699,2021,대구,강력범죄(폭력),체포와 감금,54
700,2021,대구,강력범죄(폭력),폭력행위등(손괴강요주거침입등),44
701,2021,대구,강력범죄(폭력),폭력행위등(단체등의구성 활동),4
702,2021,대구,위조범죄,위조범죄,625
703,2021,인천,재산범죄,절도,8183
704,2021,인천,재산범죄,장물,20
705,2021,인천,재산범죄,사기,15390
706,2021,인천,재산범죄,횡령,3710
707,2021,인천,재산범죄,배임,203
708,2021,인천,재산범죄,손괴,3132
709,2021,인천,강력범죄(흉악),살인,46
710,2021,인천,강력범죄(흉악),강도,34
711,2021,인천,강력범죄(흉악),방화,54
712,2021,인천,강력범죄(흉악),성폭력,2213
713,2021,인천,강력범죄(폭력),폭행,8085
714,2021,인천,강력범죄(폭력),상해,1828
715,2021,인천,강력범죄(폭력),협박,1321
716,2021,인천,강력범죄(폭력),공갈,521
717,2021,인천,강력범죄(폭력),약취와 유인,18
718,2021,인천,강력범죄(폭력),체포와 감금,114
719,2021,인천,강력범죄(폭력),폭력행위등(손괴강요주거침입등),85
720,2021,인천,강력범죄(폭력),폭력행위등(단체등의구성 활동),5
721,2021,인천,위조범죄,위조범죄,650
722,2021,광주,재산범죄,절도,4945
723,2021,광주,재산범죄,장물,6
724,2021,광주,재산범죄,사기,7943
725,2021,광주,재산범죄,횡령,1606
726,2021,광주,재산범죄,배임,133
727,2021,광주,재산범죄,손괴,1498
728,2021,광주,강력범죄(흉악),살인,13
729,2021,광주,강력범죄(흉악),강도,16
730,2021,광주,강력범죄(흉악),방화,21
731,2021,광주,강력범죄(흉악),성폭력,859
732,2021,광주,강력범죄(폭력),폭행,3714
733,2021,광주,강력범죄(폭력),상해,843
734,2021,광주,강력범죄(폭력),협박,489
735,2021,광주,강력범죄(폭력),공갈,128
736,2021,광주,강력범죄(폭력),약취와 유인,9
737,2021,광주,강력범죄(폭력),체포와 감금,65
738,2021,광주,강력범죄(폭력),폭력행위등(손괴강요주거침입등),39
739,2021,광주,강력범죄(폭력),폭력행위등(단체등의구성 활동),6
740,2021,광주,위조범죄,위조범죄,422
741,2021,대전,재산범죄,절도,5081
742,2021,대전,재산범죄,장물,6
743,2021,대전,재산범죄,사기,9321
744,2021,대전,재산범죄,횡령,1295
745,2021,대전,재산범죄,배임,131
746,2021,대전,재산범죄,손괴,1570
747,2021,대전,강력범죄(흉악),살인,19
748,2021,대전,강력범죄(흉악),강도,10
749,2021,대전,강력범죄(흉악),방화,40
750,2021,대전,강력범죄(흉악),성폭력,1020
751,2021,대전,강력범죄(폭력),폭행,3895
752,2021,대전,강력범죄(폭력),상해,885
753,2021,대전,강력범죄(폭력),협박,642
754,2021,대전,강력범죄(폭력),공갈,170
755,2021,대전,강력범죄(폭력),약취와 유인,9
756,2021,대전,강력범죄(폭력),체포와 감금,39
757,2021,대전,강력범죄(폭력),폭력행위등(손괴강요주거침입등),26
758,2021,대전,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
759,2021,대전,위조범죄,위조범죄,349
760,2021,울산,재산범죄,절도,2103
761,2021,울산,재산범죄,장물,5
762,2021,울산,재산범죄,사기,4288
763,2021,울산,재산범죄,횡령,466
764,2021,울산,재산범죄,배임,63
765,2021,울산,재산범죄,손괴,714
766,2021,울산,강력범죄(흉악),살인,8
767,2021,울산,강력범죄(흉악),강도,5
768,2021,울산,강력범죄(흉악),방화,20
769,2021,울산,강력범죄(흉악),성폭력,366
770,2021,울산,강력범죄(폭력),폭행,1636
771,2021,울산,강력범죄(폭력),상해,608
772,2021,울산,강력범죄(폭력),협박,267
773,2021,울산,강력범죄(폭력),공갈,51
774,2021,울산,강력범죄(폭력),약취와 유인,3
775,2021,울산,강력범죄(폭력),체포와 감금,15
776,2021,울산,강력범죄(폭력),폭력행위등(손괴강요주거침입등),27
777,2021,울산,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
778,2021,울산,위조범죄,위조범죄,290
779,2021,세종,재산범죄,절도,1043
780,2021,세종,재산범죄,장물,1
781,2021,세종,재산범죄,사기,1119
782,2021,세종,재산범죄,횡령,185
783,2021,세종,재산범죄,배임,24
784,2021,세종,재산범죄,손괴,246
785,2021,세종,강력범죄(흉악),살인,4
786,2021,세종,강력범죄(흉악),강도,1
787,2021,세종,강력범죄(흉악),방화,2
788,2021,세종,강력범죄(흉악),성폭력,139
789,2021,세종,강력범죄(폭력),폭행,320
790,2021,세종,강력범죄(폭력),상해,147
791,2021,세종,강력범죄(폭력),협박,110
792,2021,세종,강력범죄(폭력),공갈,31
793,2021,세종,강력범죄(폭력),약취와 유인,3
794,2021,세종,강력범죄(폭력),체포와 감금,5
795,2021,세종,강력범죄(폭력),폭력행위등(손괴강요주거침입등),4
796,2021,세종,강력범죄(폭력),폭력행위등(단체등의구성 활동),0
797,2021,세종,위조범죄,위조범죄,43
798,2021,경기,재산범죄,절도,37403
799,2021,경기,재산범죄,장물,66
800,2021,경기,재산범죄,사기,75380
801,2021,경기,재산범죄,횡령,13914
802,2021,경기,재산범죄,배임,899
803,2021,경기,재산범죄,손괴,14404
804,2021,경기,강력범죄(흉악),살인,159
805,2021,경기,강력범죄(흉악),강도,90
806,2021,경기,강력범죄(흉악),방화,242
807,2021,경기,강력범죄(흉악),성폭력,7826
808,2021,경기,강력범죄(폭력),폭행,31916
809,2021,경기,강력범죄(폭력),상해,5738
810,2021,경기,강력범죄(폭력),협박,6093
811,2021,경기,강력범죄(폭력),공갈,1434
812,2021,경기,강력범죄(폭력),약취와 유인,70
813,2021,경기,강력범죄(폭력),체포와 감금,317
814,2021,경기,강력범죄(폭력),폭력행위등(손괴강요주거침입등),309
815,2021,경기,강력범죄(폭력),폭력행위등(단체등의구성 활동),27
816,2021,경기,위조범죄,위조범죄,3050
817,2021,강원,재산범죄,절도,4202
818,2021,강원,재산범죄,장물,10
819,2021,강원,재산범죄,사기,7745
820,2021,강원,재산범죄,횡령,918
821,2021,강원,재산범죄,배임,90
822,2021,강원,재산범죄,손괴,1718
823,2021,강원,강력범죄(흉악),살인,15
824,2021,강원,강력범죄(흉악),강도,11
825,2021,강원,강력범죄(흉악),방화,38
826,2021,강원,강력범죄(흉악),성폭력,783
827,2021,강원,강력범죄(폭력),폭행,3294
828,2021,강원,강력범죄(폭력),상해,1232
829,2021,강원,강력범죄(폭력),협박,671
830,2021,강원,강력범죄(폭력),공갈,147
831,2021,강원,강력범죄(폭력),약취와 유인,5
832,2021,강원,강력범죄(폭력),체포와 감금,47
833,2021,강원,강력범죄(폭력),폭력행위등(손괴강요주거침입등),30
834,2021,강원,강력범죄(폭력),폭력행위등(단체등의구성 활동),1
835,2021,강원,위조범죄,위조범죄,343
836,2021,충북,재산범죄,절도,5270
837,2021,충북,재산범죄,장물,11
838,2021,충북,재산범죄,사기,9433
839,2021,충북,재산범죄,횡령,1111
840,2021,충북,재산범죄,배임,82
841,2021,충북,재산범죄,손괴,1850
842,2021,충북,강력범죄(흉악),살인,19
843,2021,충북,강력범죄(흉악),강도,12
844,2021,충북,강력범죄(흉악),방화,32
845,2021,충북,강력범죄(흉악),성폭력,831
846,2021,충북,강력범죄(폭력),폭행,3163
847,2021,충북,강력범죄(폭력),상해,1292
848,2021,충북,강력범죄(폭력),협박,546
849,2021,충북,강력범죄(폭력),공갈,158
850,2021,충북,강력범죄(폭력),약취와 유인,8
851,2021,충북,강력범죄(폭력),체포와 감금,42
852,2021,충북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),46
853,2021,충북,강력범죄(폭력),폭력행위등(단체등의구성 활동),28
854,2021,충북,위조범죄,위조범죄,415
855,2021,충남,재산범죄,절도,7149
856,2021,충남,재산범죄,장물,14
857,2021,충남,재산범죄,사기,10731
858,2021,충남,재산범죄,횡령,1563
859,2021,충남,재산범죄,배임,150
860,2021,충남,재산범죄,손괴,2336
861,2021,충남,강력범죄(흉악),살인,34
862,2021,충남,강력범죄(흉악),강도,25
863,2021,충남,강력범죄(흉악),방화,65
864,2021,충남,강력범죄(흉악),성폭력,1178
865,2021,충남,강력범죄(폭력),폭행,3508
866,2021,충남,강력범죄(폭력),상해,1546
867,2021,충남,강력범죄(폭력),협박,844
868,2021,충남,강력범죄(폭력),공갈,267
869,2021,충남,강력범죄(폭력),약취와 유인,10
870,2021,충남,강력범죄(폭력),체포와 감금,54
871,2021,충남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),49
872,2021,충남,강력범죄(폭력),폭력행위등(단체등의구성 활동),18
873,2021,충남,위조범죄,위조범죄,507
874,2021,전북,재산범죄,절도,5612
875,2021,전북,재산범죄,장물,5
876,2021,전북,재산범죄,사기,10524
877,2021,전북,재산범죄,횡령,1109
878,2021,전북,재산범죄,배임,121
879,2021,전북,재산범죄,손괴,1709
880,2021,전북,강력범죄(흉악),살인,27
881,2021,전북,강력범죄(흉악),강도,21
882,2021,전북,강력범죄(흉악),방화,35
883,2021,전북,강력범죄(흉악),성폭력,926
884,2021,전북,강력범죄(폭력),폭행,3792
885,2021,전북,강력범죄(폭력),상해,1070
886,2021,전북,강력범죄(폭력),협박,605
887,2021,전북,강력범죄(폭력),공갈,169
888,2021,전북,강력범죄(폭력),약취와 유인,3
889,2021,전북,강력범죄(폭력),체포와 감금,57
890,2021,전북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),45
891,2021,전북,강력범죄(폭력),폭력행위등(단체등의구성 활동),13
892,2021,전북,위조범죄,위조범죄,682
893,2021,전남,재산범죄,절도,5786
894,2021,전남,재산범죄,장물,8
895,2021,전남,재산범죄,사기,9374
896,2021,전남,재산범죄,횡령,1309
897,2021,전남,재산범죄,배임,139
898,2021,전남,재산범죄,손괴,2049
899,2021,전남,강력범죄(흉악),살인,37
900,2021,전남,강력범죄(흉악),강도,12
901,2021,전남,강력범죄(흉악),방화,47
902,2021,전남,강력범죄(흉악),성폭력,1067
903,2021,전남,강력범죄(폭력),폭행,4003
904,2021,전남,강력범죄(폭력),상해,1630
905,2021,전남,강력범죄(폭력),협박,854
906,2021,전남,강력범죄(폭력),공갈,175
907,2021,전남,강력범죄(폭력),약취와 유인,5
908,2021,전남,강력범죄(폭력),체포와 감금,48
909,2021,전남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),50
910,2021,전남,강력범죄(폭력),폭력행위등(단체등의구성 활동),5
911,2021,전남,위조범죄,위조범죄,471
912,2021,경북,재산범죄,절도,8616
913,2021,경북,재산범죄,장물,7
914,2021,경북,재산범죄,사기,13688
915,2021,경북,재산범죄,횡령,1506
916,2021,경북,재산범죄,배임,150
917,2021,경북,재산범죄,손괴,2814
918,2021,경북,강력범죄(흉악),살인,32
919,2021,경북,강력범죄(흉악),강도,22
920,2021,경북,강력범죄(흉악),방화,44
921,2021,경북,강력범죄(흉악),성폭력,1346
922,2021,경북,강력범죄(폭력),폭행,4422
923,2021,경북,강력범죄(폭력),상해,2174
924,2021,경북,강력범죄(폭력),협박,847
925,2021,경북,강력범죄(폭력),공갈,270
926,2021,경북,강력범죄(폭력),약취와 유인,20
927,2021,경북,강력범죄(폭력),체포와 감금,60
928,2021,경북,강력범죄(폭력),폭력행위등(손괴강요주거침입등),69
929,2021,경북,강력범죄(폭력),폭력행위등(단체등의구성 활동),7
930,2021,경북,위조범죄,위조범죄,624
931,2021,경남,재산범죄,절도,12638
932,2021,경남,재산범죄,장물,14
933,2021,경남,재산범죄,사기,23892
934,2021,경남,재산범죄,횡령,2400
935,2021,경남,재산범죄,배임,276
936,2021,경남,재산범죄,손괴,3585
937,2021,경남,강력범죄(흉악),살인,55
938,2021,경남,강력범죄(흉악),강도,40
939,2021,경남,강력범죄(흉악),방화,76
940,2021,경남,강력범죄(흉악),성폭력,1843
941,2021,경남,강력범죄(폭력),폭행,7775
942,2021,경남,강력범죄(폭력),상해,3091
943,2021,경남,강력범죄(폭력),협박,1451
944,2021,경남,강력범죄(폭력),공갈,393
945,2021,경남,강력범죄(폭력),약취와 유인,10
946,2021,경남,강력범죄(폭력),체포와 감금,101
947,2021,경남,강력범죄(폭력),폭력행위등(손괴강요주거침입등),75
948,2021,경남,강력범죄(폭력),폭력행위등(단체등의구성 활동),2
949,2021,경남,위조범죄,위조범죄,1133
950,2021,제주,재산범죄,절도,3055
951,2021,제주,재산범죄,장물,9
952,2021,제주,재산범죄,사기,4769
953,2021,제주,재산범죄,횡령,856
954,2021,제주,재산범죄,배임,59
955,2021,제주,재산범죄,손괴,1247
956,2021,제주,강력범죄(흉악),살인,19
957,2021,제주,강력범죄(흉악),강도,13
958,2021,제주,강력범죄(흉악),방화,15
959,2021,제주,강력범죄(흉악),성폭력,566
960,2021,제주,강력범죄(폭력),폭행,2498
961,2021,제주,강력범죄(폭력),상해,713
962,2021,제주,강력범죄(폭력),협박,526
963,2021,제주,강력범죄(폭력),공갈,97
964,2021,제주,강력범죄(폭력),약취와 유인,4
965,2021,제주,강력범죄(폭력),체포와 감금,17
966,2021,제주,강력범죄(폭력),폭력행위등(손괴강요주거침입등),28
967,2021,제주,강력범죄(폭력),폭력행위등(단체등의구성 활동),0
968,2021,제주,위조범죄,위조범죄,187
